0,0,0,100,100,100,100,100,100,96,39,5,0,0,0,0,0,0,0,0,0,0,0
1,0,0,100,100,100,100,100,89,35,2,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,100,100,100,100,100,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,100,100,100,100,100,99,100,100,94,29,4,0,0,0,0,0,0,0,0,0
4,0,0,100,100,100,98,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,100,100,100,100,100,98,85,16,1,0,0,0,0,0,0,0,0,0,0,0
6,0,0,100,100,100,100,100,98,63,8,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,100,100,100,100,100,95,34,2,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,100,100,100,100,100,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,100,100,100,100,100,100,100,97,63,7,0,0,0,0,0,0,0,0,0,0
10,0,0,100,100,100,100,100,82,20,1,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,100,100,100,100,100,100,91,26,4,0,0,0,0,0,0,0,0,0,0,0
12,0,0,100,100,100,100,100,100,93,42,5,0,0,0,0,0,0,0,0,0,0,0
13,0,0,100,100,100,100,100,95,78,10,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,100,100,100,100,100,100,99,100,98,40,6,0,0,0,0,0,0,0,0,0
15,0,0
16,0,0,100,100,100,100,100,100,84,16,1,0,0,0,0,0,0,0,0,0,0,0
17,0,0,100,100,100,100,95,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,100,100,100,100,100,100,100,98,71,11,1,0,0,0,0,0,0,0,0,0
19,0,0,100,100,100,100,100,73,17,1,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,100,100,100,100,100,97,64,4,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,100,100,99,100,100,98,97,94,68,16,0,0,0,0,0,0,0,0,0,0
22,0,0,100,100,100,100,98,100,100,86,41,0,0,0,0,0,0,0,0,0,0,0
23,0,0,100,100,100,100,100,81,18,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,100,100,100,100,100,100,100,98,77,11,0,0,0,0,0,0,0,0,0,0
25,0,0,100,100,100,100,100,87,28,1,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,100,100,100,100,100,100,94,56,5,0,0,0,0,0,0,0,0,0,0,0
27,0,0,100,100,100,100,100,95,59,9,0,0,0,0,0,0,0,0,0,0,0,0
28,0,0,100,100,100,100,100,100,100,75,24,1,0,0,0,0,0,0,0,0,0,0
29,0,0,100,100,100,100,100,100,79,14,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,100,100,100,100,100,100,99,100,95,34,4,0,0,0,0,0,0,0,0,0
31,0,0,99,97,99,97,94,86,78,71,40,3,0,0,0,0,0,0,0,0,0,0
32,0,0,100,100,100,100,100,97,49,3,0,0,0,0,0,0,0,0,0,0,0,0
33,0,0,100,100,100,100,99,44,4,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,100,100,100,100,97,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,100,100,100,100,100,100,75,18,1,0,0,0,0,0,0,0,0,0,0,0
36,0,0,100,100,100,100,80,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,100,100,100,100,100,100,76,15,0,0,0,0,0,0,0,0,0,0,0,0
38,0,0,100,100,100,100,100,93,44,1,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,100,100,91,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,100,100,100,100,100,97,69,11,1,0,0,0,0,0,0,0,0,0,0,0
41,0,0,100,100,100,100,99,67,11,0,0,0,0,0,0,0,0,0,0,0,0,0
42,0,0,100,100,100,100,100,94,57,5,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0
44,0,0,100,100,100,100,99,56
45,0,0,100,100,100,100,100,79,23,0,0,0,0,0,0,0,0,0,0,0,0,0
46,0,0,100,100,100,100,100,100,100,84,27,1,0,0,0,0,0,0,0,0,0,0
47,0,0,100,100,100,100,100,61,8,0,0,0,0,0,0,0,0,0,0,0,0,0
48,0,0,100,100,100,100,100,100,99,84,27,1,0,0,0,0,0,0,0,0,0,0
49,0,0,100,100,100,100,100,100,100,97,88,24,3,0,0,0,0,0,0,0,0,0
50,0,0,100,100,100,100,100,59,9,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,100,100,100,100,100,93,42,3,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,100,100,100,100,100,100,95,47,7,0,0,0,0,0,0,0,0,0,0,0
53,0,0,100,100,100,100,95,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,0,0,100,100,100,100,100,78,10,1,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,100,100,100,100,100,100,100,100,99,90,49,3,0,0,0,0,0,0,0,0
56,0,0,100,100,100,100,100,70,11,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,0,100,100,100,100,100,99,97,93,85,16,3,0,0,0,0,0,0,0,0,0
58,0,0,100,100,99,100,100,99,98,94,96,43,6,0,0,0,0,0,0,0,0,0
59,0,0,100,100,99,100,99,99,94,43,9,0,0,0,0,0,0,0,0,0,0,0
60,0,0,100,100,100,100,85,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,0,100,100,100,100,100,100,83,20,3,0,0,0,0,0,0,0,0,0,0,0
62,0,0,100,100,100,100,100,75,18,1,0,0,0,0,0,0,0,0,0,0,0,0
63,0,0,100,100,100,100,100,100,99,97,76,13,1,0,0,0,0,0,0,0,0,0
64,0,0,100,100,100,100,100,99,92,18,1,0,0,0,0,0,0,0,0,0,0,0
65,0,0,100,100,100,99,80,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,100,100,100,100,100,100,93,46,5,0,0,0,0,0,0,0,0,0,0,0
67,0,0,100,100,100,100,100,100,100,95,50,3,0,0,0,0,0,0,0,0,0,0
68,0,0,100,100,100,100,96,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,100,100,100,100,100,95,58,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,100,100,100,100,100,100,92,33,3,0,0,0,0,0,0,0,0,0,0,0
71,0,0,100,100,100,100,99,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,0,100,100,100,100,100,99,90,37,1,0,0,0,0,0,0,0,0,0,0,0
73,0,0,100,100,100
74,0,0,100,100,100,100,100,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0,0,100,100,100,100,100,100,94,38,3,0,0,0,0,0,0,0,0,0,0,0
76,0,0,100,100,100,100,100,82,28,1,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,100,100,100,100,100,82,20,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0,0,100,100,100,100,100,99,83,11,1,0,0,0,0,0,0,0,0,0,0,0
79,0,0,100,100,100,100,100,100,97,75,13,1,0,0,0,0,0,0,0,0,0,0
80,0,0,100,100,100,100,100,93,39,1,0,0,0,0,0,0,0,0,0,0,0,0
81,0,0,100,100,100,100,100,100,79,21,1,0,0,0,0,0,0,0,0,0,0,0
82,0,0,100,100,100,100,99,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0,0,100,100,100,100,100,69,14,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,0,100,100,100,100,100,95
85,0,0,100,100,100,100,95,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,0,100,100,100,100,100,100,96,43,5,0,0,0,0,0,0,0,0,0,0,0
87,0,0,100,100,100,100,100,76,15,0,0,0,0,0,0,0,0,0,0,0,0,0
88,0,0,100,100,100,100,91,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,100,100,100,100,99,99,100,84,25,0,0,0,0,0,0,0,0,0,0,0
90,0,0,100,100,100,100,82,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,100,100,100,100,95,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0
