0,0,100,100,100,99,100,100,79,25,1,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,77,19,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,96,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,100,100,100,92,22,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,97,66,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,99,71,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,94,60,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,87,25,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,98,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,100,99,95,43,4,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,68,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,100,88,18,3,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,100,91,41,5,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,99,62,12,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,100,100,99,93,26,5,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,100,79,25,1,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,99,85,19,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,89,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,99,100,100,95,58,7,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,80,18,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,94,50,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,99,99,100,99,98,92,67,15,0,0,0,0,0,0,0,0,0,0
0,0,100,99,100,100,100,100,97,84,36,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100
0,0,100,100,100,100,100,100,100,95,66,5,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,99,83,23,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100
0,0,100,100,100,100,100,98,40,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,100,100,69,13,1,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,98,76,14,1,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,100,100,100,97,33,1,0,0,0,0,0,0,0,0,0
0,0,100,99,97,98,94,87,76,63,24,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,94,48,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,95,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,96,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,100,99,77,13,0,0,0,0,0,0,0,0,0,0,0,0
0,0,100,100,100,100,85,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
