,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,0,0,0,0,0,0,0,0,0,0,1,52,96,100,100,100,100,100,100,100
1,0,0,0,0,0,0,0,0,0,0,0,0,22,79,97,100,100,100,100,100
2,0,0,0,0,0,0,0,0,0,0,0,1,7,48,92,100,100,100,100,100
3,0,0,0,0,0,0,0,0,2,43,87,98,100,100,100,100,100,100,100,100
4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,95,100,100,100,100
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,13,59,98,100,100,100,100,100,100
7,0,0,0,0,0,0,0,0,0,0,0,6,47,92,100,100,100,100,100,100
8,0,0,0,0,0,0,0,0,0,0,0,3,34,98,100,100,100,100,100,100
9,0,0,0,0,0,0,0,0,0,7,36,95,99,100,100,100,100,100,100,100
10,0,0,0,0,0,0,0,0,0,0,0,3,41,91,100,100,100,100,100,100
11,0,0,0,0,0,0,0,0,0,0,4,48,84,100,100,100,100,100,100,100
