DAC count 255-CAL_DAC,255,254,253,252,251,250,249,248,247,246,245,244,243,242,241,240,239,238,237,236,235,234,233,232,231,230,229,228,227,226,225,224,223,222,221,220,219,218,217,216,215,214,213,212,211,210,209,208,207,206,205,204,203,202,201,200,199,198,197,196,195,194,193,192,191,190,189,188,187,186,185,184,183,182,181,180,179,178,177,176,175,174,173,172,171,170,169,168,167,166,165,164,163,162,161,160,159,158,157,156,155,154,153,152,151,150,149,148,147,146,145,144,143,142,141,140,139,138,137,136,135,134,133,132,131,130,129,128,127,126,125,124,123,122,121,120,119,118,117,116,115,114,113,112,111,110,109,108,107,106,105,104,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
Charge [fC],78.175,77.20625,77.04375,76.88125,76.7375,76.55625,75.625,75.4375,75.28125,75.1375,74.9625,74.0375,73.83125,73.65625,73.52499999999999,73.35625,72.39999999999999,72.26875,72.13125000000001,71.975,71.85625,71.72500000000001,70.78750000000001,70.63125,70.5,70.35,70.21875,69.25625,69.11874999999999,68.975,68.84375,68.70625,68.5875,67.61875,67.45625,67.31875000000001,67.15,66.9875,66.03125,65.89375,65.7625,65.55,65.36874999999999,64.39375000000001,64.2375,64.0625,63.893750000000004,63.731249999999996,62.787499999999994,62.64375,62.5125,62.35000000000001,62.224999999999994,61.287499999999994,61.162499999999994,61.0125,60.8875,60.7375,60.612500000000004,59.64375,59.51875,59.34374999999999,59.21875,59.075,58.95625,57.99375,57.818749999999994,57.66250000000001,57.49999999999999,56.50625,56.33125,56.16875,56.025000000000006,55.85,54.88125,54.7125,54.53125,54.362500000000004,54.193749999999994,53.25,53.0625,52.91875,52.81249999999999,52.631249999999994,51.7,51.5375,51.387499999999996,51.231249999999996,51.09375000000001,50.9625,50.0125,49.85,49.7125,49.575,49.456250000000004,48.4625,48.325,48.168749999999996,47.975,47.80625,46.8375,46.650000000000006,46.49375,46.3375,46.168749999999996,45.19375,45.018750000000004,44.856249999999996,44.675,43.675000000000004,43.512499999999996,43.35,43.1875,43.0375,42.0875,41.9375,41.9375,41.69375,41.59375,41.59375,41.475,40.48125,40.14375,39.98125,39.831250000000004,38.875,38.74375,38.550000000000004,38.40625,38.24375,37.275000000000006,37.125,36.943749999999994,36.76875,36.56875,35.575,35.40625,35.21875,35.05625,34.068749999999994,33.900000000000006,33.73125,33.56875,33.41875,32.4625,32.2875,32.15,31.99375,31.84375,30.887500000000003,30.74375,30.599999999999998,30.45,30.325000000000003,30.225,29.25,29.131249999999998,28.962500000000002,28.831250000000004,28.65,28.525,27.55,27.375,27.218750000000004,27.037499999999998,26.087500000000002,25.893749999999997,25.7,25.5125,25.356250000000003,24.3625,24.181250000000002,24.0,23.825,22.8625,22.66875,22.50625,22.35,22.2125,21.256249999999998,21.10625,20.95,20.8,20.64375,19.7,19.537499999999998,19.400000000000002,19.25,19.125,18.95625,18.006249999999998,17.849999999999998,17.69375,17.50625,17.3125,16.3375,16.168750000000003,15.987499999999999,15.76875,14.774999999999999,14.6,14.4125,14.2125,13.218750000000002,13.025,12.85625,12.687499999999998,12.5125,11.537500000000001,11.387500000000001,11.262500000000001,11.0875,10.95,9.99375,9.8625,9.65625,9.50625,9.318750000000001,8.4,8.2375,8.1,7.95,7.81875,6.84375,6.6875,6.550000000000001,6.3687499999999995,6.19375,5.2375,5.0687500000000005,4.89375,4.71875,4.5562499999999995,3.5937499999999996,3.4125,3.25,3.0875,2.9125,1.94375,1.75625,1.56875,1.40625,0.4875,0.34375,0.19375,0.05,-0.08750000000000001,-0.25,-1.2,-1.35625,-1.4874999999999998,-1.65625,-1.7999999999999998,-2.75,-2.90625,-3.0625
