DAC count 255-CAL_DAC,255,254,253,252,251,250,249,248,247,246,245,244,243,242,241,240,239,238,237,236,235,234,233,232,231,230,229,228,227,226,225,224,223,222,221,220,219,218,217,216,215,214,213,212,211,210,209,208,207,206,205,204,203,202,201,200,199,198,197,196,195,194,193,192,191,190,189,188,187,186,185,184,183,182,181,180,179,178,177,176,175,174,173,172,171,170,169,168,167,166,165,164,163,162,161,160,159,158,157,156,155,154,153,152,151,150,149,148,147,146,145,144,143,142,141,140,139,138,137,136,135,134,133,132,131,130,129,128,127,126,125,124,123,122,121,120,119,118,117,116,115,114,113,112,111,110,109,108,107,106,105,104,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
Charge [fC],65.68125,65.54375,65.4,65.25625000000001,64.33125,64.1875,64.05,63.9,63.78125,63.64375,62.70625,62.58125,62.41875,62.28125,62.14375,62.0125,61.075,60.95,60.84375,60.70625,60.606249999999996,60.506249999999994,60.3875,59.45,59.34374999999999,59.21875,59.11875,58.95625,58.85,57.9375,57.818749999999994,57.69375,57.59375,57.44375,57.3,57.1875,56.25,56.10625,55.974999999999994,55.856249999999996,55.725,54.75,54.6,54.45625,54.325,54.1875,54.05,53.10625,52.96875,52.849999999999994,52.725,52.618750000000006,52.5,52.38125,51.475,51.349999999999994,51.24375,51.11875,51.006249999999994,50.8625,50.76875,49.825,49.7,49.58125,49.481249999999996,49.35,49.2125,48.26875,48.143750000000004,47.975,47.81875,47.6875,47.56875,46.625,46.4875,46.3125,46.1875,46.03125,45.1,44.95,44.8125,44.68125,44.59375,44.4375,43.53125,43.39375,43.26875,43.1375,43.025000000000006,42.91875,42.7875,41.85625,41.731249999999996,41.6,41.4875,41.349999999999994,41.23125,40.300000000000004,40.137499999999996,39.99375,39.856249999999996,39.70625,39.574999999999996,38.6375,38.487500000000004,38.337500000000006,38.19375,38.043749999999996,37.1,36.9375,36.8,36.65625,36.525,36.4,35.475,35.3375,35.2375,35.112500000000004,35.0,34.862500000000004,33.95,33.825,33.70625,33.581250000000004,33.45625,33.324999999999996,33.20625,32.24375,32.125,31.99375,31.85,31.7125,31.56875,30.612499999999997,30.45,30.2875,30.15625,29.993750000000002,29.037499999999998,28.89375,28.749999999999996,28.60625,28.46875,27.54375,27.400000000000002,27.256249999999998,27.14375,27.018750000000004,26.90625,26.7625,25.837500000000002,25.724999999999998,25.59375,25.4875,25.4,25.2625,24.35625,24.212500000000002,24.1125,23.974999999999998,23.856250000000003,23.7125,22.75625,22.625,22.48125,22.34375,22.1875,22.03125,21.06875,20.931250000000002,20.775,20.625,20.46875,19.525000000000002,19.3875,19.2375,19.0875,18.95625,18.85,17.9125,17.7875,17.65625,17.53125,17.39375,17.275,16.35,16.23125,16.10625,15.99375,15.862499999999999,15.73125,15.6,14.66875,14.512500000000001,14.356250000000001,14.20625,14.05625,13.112499999999999,12.937499999999998,12.775,12.61875,12.4625,11.49375,11.331249999999999,11.175,11.025,10.8875,9.9375,9.79375,9.6625,9.5625,9.4125,9.30625,9.175,8.262500000000001,8.09375,7.968749999999999,7.8125,7.706250000000001,7.575,6.65625,6.53125,6.425,6.281249999999999,6.15,6.03125,5.075,4.93125,4.80625,4.6625,4.5125,4.375,3.4312500000000004,3.2875,3.14375,3.00625,2.875,1.91875,1.7812499999999998,1.625,1.46875,1.33125,1.23125,0.3125,0.1875,0.0625,-0.05,-0.1875,-0.30625,-1.2437500000000001,-1.35,-1.49375,-1.6125,-1.7375000000000003,-1.86875,-1.9937500000000001
