0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
214,220,225,233,238,244,250,257,262,269,275,281,287,293,300,305,313,319,326,331,337,343,349,355,362,368,373,380,385,392,397,403,410,416,421,427,432,438,443,449,454,460,465,470,475,480,485,490,495,500,505,509,513,518,522,526,530,534,538,543,546,549,552,555,555
246,252,257,263,268,273,279,285,290,296,301,307,312,317,323,329,335,341,346,351,356,361,367,372,378,383,389,394,399,405,410,415,421,426,431,436,441,446,450,455,461,465,470,475,479,483,487,492,497,501,506,510,513,517,521,525,528,531,535,538,541,545,548,551,551
