,255-CAL_DAC
Channel,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,96,100,100,100,100,100
1,0,0,0,0,0,0,0,0,0,8,85,100,100,100,100,100,100,100,100,100
2,0,0,0,0,0,0,0,0,0,0,0,0,1,40,94,100,100,100,100,100
3,0,0,0,0,0,0,0,0,0,0,15,87,100,100,100,100,100,100,100,100
4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,98,100,100,100,100
5,0,0,0,0,0,0,0,0,0,0,0,25,98,100,100,100,100,100,100,100
6,0,0,0,0,0,0,0,0,0,0,0,0,0,12,74,100,100,100,100,100
7,0,0,0,0,0,0,0,0,0,0,0,0,49,97,100,100,100,100,100,100
8,0,0,0,0,0,0,0,0,0,0,0,4,70,100,100,100,100,100,100,100
9,0,0,0,0,0,0,0,1,29,93,99,100,100,100,100,100,100,100,100,100
10,0,0,0,0,0,0,0,0,52,98,100,100,100,100,100,100,100,100,100,100
11,0,0,0,0,0,0,0,0,0,0,0,0,15,77,100,100,100,100,100,100
12,0,0,0,0,0,0,0,0,0,0,0,9,90,100,100,100,100,100,100,100
13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,73,100,100,100,100,100
14,0,0,0,0,0,0,0,0,0,0,0,2,64,99,100,100,100,100,100,100
15,0,0,0,0,0,0,0,0,0,2,46,99,100,100,100,100,100,100,100,100
16,0,0,0,0,0,0,0,0,0,0,0,14,88,100,100,100,100,100,100,100
17,0,0,0,0,0,0,0,0,0,0,0,0,18,80,99,100,100,100,100,100
18,0,0,0,0,0,0,0,0,0,0,2,46,100,100,100,100,100,100,100,100
19,0,0,0,0,0,0,0,0,0,0,0,0,30,94,99,100,100,100,100,100
20,0,0,0,0,0,0,0,0,0,0,0,0,2,39,93,100,100,100,100,100
21,0,0,0,0,0,0,0,0,0,0,0,22,98,100,100,100,100,100,100,100
22,0,0,0,0,0,0,0,0,0,0,0,0,12,81,99,100,100,100,100,100
23,0,0,0,0,0,0,0,0,0,0,0,0,7,62,100,100,100,100,100,100
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,67,100,100,100
25,0,0,0,0,0,0,0,0,0,6,75,100,100,100,100,100,100,100,100,100
26,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,100,100,100,100,100
27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,73,98,100,100,100,100
28,0,0,0,0,0,0,0,0,0,0,0,0,2,51,97,100,100,100,100,100
29,0,0,0,0,0,0,0,0,0,0,0,0,8,78,100,100,100,100,100,100
30,0,0,0,0,0,0,0,0,0,0,0,1,37,93,99,100,100,100,100,100
31,0,0,0,0,0,0,0,0,0,11,80,100,100,100,100,100,100,100,100,100
32,0,0,0,0,0,0,0,0,0,0,72,100,100,100,100,100,100,100,100,100
33,0,0,0,0,0,0,0,0,37,97,100,100,100,100,100,100,100,100,100,100
34,0,0,0,0,0,0,0,0,0,0,0,4,66,99,100,100,100,100,100,100
35,0,0,0,0,0,0,0,1,37,97,100,100,100,100,100,100,100,100,100,100
36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,94,100,100,100,100
37,0,0,0,0,0,0,0,0,0,0,0,1,50,99,100,100,100,100,100,100
38,0,0,0,0,0,0,0,7,78,100,100,100,100,100,100,100,100,100,100,100
39,0,0,0,0,0,0,0,0,0,0,0,4,79,100,100,100,100,100,100,100
40,0,0,0,0,0,0,0,0,0,8,59,100,100,100,100,100,100,100,100,100
41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53,96,100,100,100,100
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,74,99,100
43,0,0,0,0,0,0,0,0,0,0,0,0,15,76,100,100,100,100,100,100
44,0,0,0,0,0,0,0,0,0,0,0,0,4,54,96,100,100,100,100,100
45,0,0,0,0,0,0,0,0,0,0,0,3,72,100,100,100,100,100,100,100
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,63,99,100,100
47,0,0,0,0,0,0,0,0,0,0,1,33,100,100,100,100,100,100,100,100
48,0,0,0,0,0,0,0,0,0,0,0,0,3,28,94,100,100,100,100,100
49,0,0,0,0,0,0,0,0,0,0,2,58,100,100,100,100,100,100,100,100
50,0,0,0,0,0,0,0,0,1,30,92,100,100,100,100,100,100,100,100,100
51,0,0,0,0,0,0,0,0,0,0,0,17,87,100,100,100,100,100,100,100
52,0,0,0,0,0,0,0,0,0,0,0,19,94,100,100,100,100,100,100,100
53,0,0,0,0,0,0,0,0,0,5,70,100,100,100,100,100,100,100,100,100
54,0,0,0,0,0,0,0,0,0,0,0,16,88,100,100,100,100,100,100,100
55,0,0,0,0,0,0,0,0,0,0,12,81,100,100,100,100,100,100,100,100
56,0,0,0,0,0,0,0,2,58,100,100,100,100,100,100,100,100,100,100,100
57,0,0,0,0,0,0,0,0,0,0,0,0,25,94,100,100,100,100,100,100
58,0,0,0,0,0,0,0,0,0,0,0,2,66,100,100,100,100,100,100,100
59,0,0,0,0,0,0,0,0,0,0,0,10,93,100,100,100,100,100,100,100
60,0,0,0,0,0,0,0,0,0,2,69,99,100,100,100,100,100,100,100,100
61,0,0,0,0,0,0,0,0,0,0,8,90,100,100,100,100,100,100,100,100
62,0,0,0,0,0,0,0,0,0,0,0,0,10,79,100,100,100,100,100,100
63,0,0,0,0,0,0,0,0,0,1,11,85,100,100,100,100,100,100,100,100
