DAC count 255-CAL_DAC,255,254,253,252,251,250,249,248,247,246,245,244,243,242,241,240,239,238,237,236,235,234,233,232,231,230,229,228,227,226,225,224,223,222,221,220,219,218,217,216,215,214,213,212,211,210,209,208,207,206,205,204,203,202,201,200,199,198,197,196,195,194,193,192,191,190,189,188,187,186,185,184,183,182,181,180,179,178,177,176,175,174,173,172,171,170,169,168,167,166,165,164,163,162,161,160,159,158,157,156,155,154,153,152,151,150,149,148,147,146,145,144,143,142,141,140,139,138,137,136,135,134,133,132,131,130,129,128,127,126,125,124,123,122,121,120,119,118,117,116,115,114,113,112,111,110,109,108,107,106,105,104,103,102,101,100,99,98,97,96,95,94,93,92,91,90,89,88,87,86,85,84,83,82,81,80,79,78,77,76,75,74,73,72,71,70,69,68,67,66,65,64,63,62,61,60,59,58,57,56,55,54,53,52,51,50,49,48,47,46,45,44,43,42,41,40,39,38,37,36,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0
Charge [fC],78.2,77.2375,77.06875,76.9,76.75,76.58125,75.63125000000001,75.47500000000001,75.3375,75.15625,74.99375,74.06875000000001,73.875,73.68124999999999,73.54375,73.36875,72.41250000000001,72.275,72.15625,71.99375,71.88125,71.7375,70.79375,70.6375,70.5125,70.3625,70.2375,69.26875,69.125,69.00625000000001,68.85,68.71875,68.60000000000001,67.625,67.45625,67.31875000000001,67.15625,67.00625,66.04375,65.90625,65.725,65.54375,65.3875,64.4125,64.2625,64.08749999999999,63.925,63.76875,62.8,62.65625,62.5125,62.36874999999999,62.24375,61.3,61.162499999999994,61.01875,60.9,60.75625,60.63125,59.68750000000001,59.5375,59.375,59.2375,59.09375,58.96875,58.0125,57.85,57.68124999999999,57.51875,56.525000000000006,56.35,56.193749999999994,56.04375,55.862500000000004,54.8875,54.7125,54.55,54.37499999999999,54.20625,53.25625000000001,53.0875,52.949999999999996,52.825,52.6625,51.71249999999999,51.556250000000006,51.4,51.24375,51.106249999999996,50.98125,50.025,49.875,49.731249999999996,49.575,49.4625,48.481249999999996,48.3375,48.18125,47.9875,47.80625,46.84375,46.675,46.51875,46.362500000000004,46.1875,45.2125,45.0375,44.8625,44.69375,43.7,43.53125,43.3875,43.2125,43.0625,42.10625,41.96875,41.83125,41.68125,41.5375,41.36875,40.4375,40.2875,40.150000000000006,40.0,39.85,38.89375,38.75,38.56875,38.43125,38.25625,37.2875,37.13125,36.9625,36.78125,36.5875,35.59375,35.418749999999996,35.2375,35.0625,34.0875,33.9125,33.7375,33.581250000000004,33.4375,32.4625,32.293749999999996,32.15,32.00625,31.856250000000003,30.893749999999997,30.75625,30.612499999999997,30.46875,30.343750000000004,30.23125,29.275000000000002,29.14375,28.981249999999996,28.84375,28.675,28.549999999999997,27.575,27.3875,27.231250000000003,27.05,26.1,25.900000000000002,25.7125,25.53125,25.368750000000002,24.375,24.20625,24.0125,23.84375,22.88125,22.6875,22.525000000000002,22.3625,22.237499999999997,21.275,21.125,20.96875,20.8125,20.65,19.70625,19.55625,19.412499999999998,19.25625,19.1375,18.98125,18.01875,17.86875,17.712500000000002,17.51875,17.3375,16.3625,16.175,16.0,15.787499999999998,14.79375,14.6125,14.43125,14.224999999999998,13.23125,13.043750000000001,12.862499999999999,12.7,11.725,11.55625,11.4,11.275,11.09375,10.96875,10.0,9.875,9.66875,9.525,9.33125,8.40625,8.25,8.1125,7.9625,7.831249999999999,6.862500000000001,6.7,6.5625,6.38125,6.20625,5.25625,5.0874999999999995,4.90625,4.7375,4.56875,3.5999999999999996,3.4250000000000003,3.2625,3.10625,2.125,1.95625,1.7687499999999998,1.58125,1.41875,0.5,0.35625,0.21250000000000002,0.0625,-0.075,-0.2375,-1.18125,-1.34375,-1.4749999999999999,-1.64375,-1.7812499999999998,-2.7375,-2.8937500000000003,-3.05
