0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
213,215,216,217,218,219,221,222,223,224,225,227,228,230,231,233,233,234,236,237,238,239,241,242,243,245,245,247,248,249,250,252,253,254,256,257,258,259,260,262,263,264,265,267,267,269,270,272,273,273,275,276,278,279,280,282,283,284,285,286,288,289,290,291,293
246,247,248,249,251,252,253,254,255,256,257,258,260,261,261,263,264,265,267,268,269,269,271,272,273,274,274,275,277,278,279,280,281,282,284,285,287,287,288,289,291,291,293,294,295,296,297,298,299,300,302,302,303,305,306,307,309,309,311,311,313,314,314,315,317
